dateTime;day_ahead_price;intraday_price;price_diff;solar_capacity;solar_generation_actual;solar_profile;solar_generation_forecast;solar_forecast_error;wind_capacity;wind_generation_actual;wind_profile;wind_generation_forecast;wind_forecast_error
2016-11-01 08:00:00;45,93;39,84;6,09;39043;90;0.0023;142;-52;44340;6817;0.1538;5895;922
2016-11-01 09:00:00;44,0;35,26;8,74;39043;544;0.014;900;-356;44340;7204;0.1625;5751;1453
2016-11-01 10:00:00;41,94;31,6;10,34;39043;1343;0.0344;1919;-576;44340;7137;0.161;5649;1488
2016-11-01 11:00:00;41,96;32,03;9,93;39043;1989;0.0509;2666;-677;44340;6793;0.1532;5451;1342
2016-11-01 12:00:00;42,33;32,7;9,63;39043;2238;0.0573;2815;-577;44340;6240;0.1407;5300;940
2016-11-01 13:00:00;42,1;30,57;11,53;39043;1994;0.0511;2412;-418;44340;6038;0.1362;5409;629
2016-11-01 14:00:00;39,88;31,71;8,17;39043;1296;0.0332;1717;-421;44340;6398;0.1443;5800;598
2016-11-01 15:00:00;37,5;32,82;4,68;39043;595;0.0152;801;-206;44340;7476;0.1686;6281;1195
2016-11-01 16:00:00;37,95;31,11;6,84;39043;88;0.0022;78;10;44340;8467;0.191;6890;1577
2016-11-01 17:00:00;44,69;32,82;11,87;39043;1;0;0;1;44340;9729;0.2194;7657;2072
2016-11-01 18:00:00;42,88;33,12;9,76;39043;0;0;0;0;44340;10479;0.2363;8491;1988
2016-11-01 19:00:00;40,0;29,2;10,8;39043;0;0;0;0;44340;10726;0.2419;8953;1773
2016-11-01 20:00:00;33,09;25,99;7,1;39043;0;0;0;0;44340;10824;0.2441;8913;1911
2016-11-01 21:00:00;27,93;22,54;5,39;39043;0;0;0;0;44340;10748;0.2424;8833;1915
2016-11-01 22:00:00;28,0;24,24;3,76;39043;0;0;0;0;44340;10604;0.2392;8602;2002
2016-11-01 23:00:00;24,14;16,89;7,25;39043;0;0;0;0;44340;10300;0.2322;8375;1925
2016-12-01 00:00:00;21,51;16,19;5,32;39045;0;0;0;0;44346;10106;0.2279;9183;923
2016-12-01 01:00:00;19,81;14,43;5,38;39045;0;0;0;0;44346;9849;0.2221;9041;808
2016-12-01 02:00:00;19,1;13,1;6,0;39045;0;0;0;0;44346;9681;0.2183;8910;771
2016-12-01 03:00:00;15,74;10,96;4,78;39045;0;0;0;0;44346;9863;0.2224;8789;1074
2016-12-01 04:00:00;15,54;11,53;4,01;39045;0;0;0;0;44346;10305;0.2324;8598;1707
2016-12-01 05:00:00;20,19;13,52;6,67;39045;0;0;0;0;44346;10822;0.244;8643;2179
2016-12-01 06:00:00;24,38;20,03;4,35;39045;0;0;0;0;44346;11436;0.2579;8973;2463
2016-12-01 07:00:00;35,92;31,89;4,03;39045;1;0;3;-2;44346;11621;0.262;9240;2381
2016-12-01 08:00:00;40,5;33,86;6,64;39045;131;0.0034;156;-25;44346;11797;0.266;9335;2462
2016-12-01 09:00:00;41,0;35,25;5,75;39045;791;0.0202;902;-111;44346;12120;0.2733;9470;2650
2016-12-01 10:00:00;38,66;31,37;7,29;39045;1756;0.045;1868;-112;44346;12748;0.2874;9664;3084
2016-12-01 11:00:00;36,46;30,1;6,36;39045;2538;0.065;2657;-119;44346;12975;0.2926;9898;3077
2016-12-01 12:00:00;35,0;31,06;3,94;39045;3142;0.0805;2921;221;44346;13248;0.2987;10150;3098
2016-12-01 13:00:00;33,3;29,13;4,17;39045;3137;0.0804;2754;383;44346;13553;0.3056;10134;3419
2016-12-01 14:00:00;32,21;28,93;3,28;39045;2428;0.0622;2070;358;44346;13435;0.303;9851;3584
2016-12-01 15:00:00;33,0;27,99;5,01;39045;1092;0.028;973;119;44346;12850;0.2898;9535;3315
2016-12-01 16:00:00;36,08;31,12;4,96;39045;116;0.003;111;5;44346;13023;0.2936;9628;3395
2016-12-01 17:00:00;41,94;37,08;4,86;39045;2;0;0;2;44346;13584;0.3063;10253;3331
2016-12-01 18:00:00;40,33;39,04;1,29;39045;0;0;0;0;44346;13919;0.3138;10805;3114
2016-12-01 19:00:00;29,69;32,73;-3,04;39045;0;0;0;0;44346;14524;0.3275;11107;3417
2016-12-01 20:00:00;26,05;26,3;-0,25;39045;0;0;0;0;44346;15350;0.3461;11596;3754
2016-12-01 21:00:00;24,76;27,3;-2,54;39045;0;0;0;0;44346;15537;0.3504;11932;3605
2016-12-01 22:00:00;24,03;29,03;-5,0;39045;0;0;0;0;44346;15507;0.3497;12229;3278
2016-12-01 23:00:00;21,51;24,68;-3,17;39045;0;0;0;0;44346;15597;0.3517;12508;3089
2016-01-13 00:00:00;21,0;26,41;-5,41;39047;0;0;0;0;44353;15809;0.3565;14174;1635
2016-01-13 01:00:00;19,66;22,51;-2,85;39047;0;0;0;0;44353;16090;0.3628;14015;2075
2016-01-13 02:00:00;18,13;19,18;-1,05;39047;0;0;0;0;44353;16516;0.3724;14082;2434
2016-01-13 03:00:00;15,3;14,59;0,71;39047;0;0;0;0;44353;17244;0.3888;14110;3134
2016-01-13 04:00:00;18,05;16,91;1,14;39047;0;0;0;0;44353;17520;0.395;14317;3203
2016-01-13 05:00:00;20,83;18,84;1,99;39047;0;0;0;0;44353;18230;0.411;14769;3461
2016-01-13 06:00:00;24,1;28,93;-4,83;39047;0;0;0;0;44353;19194;0.4328;15140;4054
2016-01-13 07:00:00;27,87;26,04;1,83;39047;0;0;2;-2;44353;19309;0.4354;15148;4161
2016-01-13 08:00:00;29,98;32,03;-2,05;39047;118;0.003;109;9;44353;18275;0.412;14830;3445
2016-01-13 09:00:00;30,73;33,49;-2,76;39047;642;0.0164;622;20;44353;17223;0.3883;14393;2830
2016-01-13 10:00:00;31,45;32,34;-0,89;39047;1551;0.0397;1437;114;44353;16594;0.3742;13869;2725
2016-01-13 11:00:00;33,56;32,15;1,41;39047;2258;0.0578;2176;82;44353;15837;0.3571;13598;2239
2016-01-13 12:00:00;33,99;32,16;1,83;39047;2580;0.0661;2545;35;44353;15398;0.3472;13226;2172
2016-01-13 13:00:00;34,09;33,48;0,61;39047;2376;0.0608;2448;-72;44353;14673;0.3308;12600;2073
2016-01-13 14:00:00;34,02;34,14;-0,12;39047;1778;0.0455;1800;-22;44353;13976;0.3151;11802;2174
2016-01-13 15:00:00;37,44;34,41;3,03;39047;774;0.0198;819;-45;44353;13336;0.3007;10957;2379
2016-01-13 16:00:00;39,58;37,03;2,55;39047;86;0.0022;103;-17;44353;13012;0.2934;10088;2924
2016-01-13 17:00:00;43,0;42,26;0,74;39047;2;0;0;2;44353;12136;0.2736;9339;2797
2016-01-13 18:00:00;42,22;39,79;2,43;39047;0;0;0;0;44353;10898;0.2457;8671;2227
2016-01-13 19:00:00;38,86;42,28;-3,42;39047;0;0;0;0;44353;9909;0.2234;8021;1888
2016-01-13 20:00:00;29,62;33,11;-3,49;39047;0;0;0;0;44353;9212;0.2077;7720;1492
2016-01-13 21:00:00;26,97;28,37;-1,4;39047;0;0;0;0;44353;8514;0.1919;7525;989
2016-01-13 22:00:00;25,88;26,49;-0,61;39047;0;0;0;0;44353;8676;0.1956;7310;1366
2016-01-13 23:00:00;23,52;24,19;-0,67;39047;0;0;0;0;44353;9194;0.2073;7121;2073
2016-01-14 00:00:00;24,29;28,14;-3,85;39051;0;0;0;0;44363;9833;0.2216;9043;790
2016-01-14 01:00:00;23,06;24,44;-1,38;39051;0;0;0;0;44363;9532;0.2148;9084;448
2016-01-14 02:00:00;22,22;22,26;-0,04;39051;0;0;0;0;44363;9152;0.2063;8786;366
2016-01-14 03:00:00;22,03;22,7;-0,67;39051;0;0;0;0;44363;8990;0.2026;8331;659
2016-01-14 04:00:00;22,53;22,19;0,34;39051;0;0;0;0;44363;8285;0.1868;8086;199
2016-01-14 05:00:00;23,9;27,8;-3,9;39051;0;0;0;0;44363;8370;0.1887;8010;360
2016-01-14 06:00:00;29,99;30,67;-0,68;39051;0;0;0;0;44363;9000;0.2028;8202;798
2016-01-14 07:00:00;44,07;38,38;5,69;39051;0;0;7;-7;44363;9734;0.2194;8539;1195
2016-01-14 08:00:00;44,99;44,73;0,26;39051;472;0.0121;442;30;44363;10273;0.2316;8862;1411
2016-01-14 09:00:00;41,39;39,93;1,46;39051;2984;0.0764;2652;332;44363;10525;0.2372;9300;1225
2016-01-14 10:00:00;34,95;30,5;4,45;39051;6185;0.1584;5317;868;44363;10369;0.2337;9641;728
2016-01-14 11:00:00;33,18;29,11;4,07;39051;8841;0.2264;7208;1633;44363;10483;0.2363;9789;694
2016-01-14 12:00:00;31,17;26,36;4,81;39051;9829;0.2517;7488;2341;44363;10506;0.2368;9797;709
2016-01-14 13:00:00;33,52;27,2;6,32;39051;8555;0.2191;6275;2280;44363;10268;0.2314;9427;841
2016-01-14 14:00:00;39,97;31,62;8,35;39051;5652;0.1447;4053;1599;44363;9868;0.2224;9154;714
2016-01-14 15:00:00;42,99;37,69;5,3;39051;1911;0.049;1731;180;44363;9567;0.2157;9051;516
2016-01-14 16:00:00;42,34;41,79;0,55;39051;119;0.003;181;-62;44363;9721;0.2191;9249;472
2016-01-14 17:00:00;45,5;43,0;2,5;39051;2;0;0;2;44363;10369;0.2337;9610;759
2016-01-14 18:00:00;41,06;40,12;0,94;39051;0;0;0;0;44363;11076;0.2496;9797;1279
2016-01-14 19:00:00;40,02;39,4;0,62;39051;0;0;0;0;44363;10633;0.2397;9762;871
2016-01-14 20:00:00;38,34;34,16;4,18;39051;0;0;0;0;44363;10494;0.2366;9471;1023
2016-01-14 21:00:00;30,86;31,2;-0,34;39051;0;0;0;0;44363;10391;0.2342;9010;1381
2016-01-14 22:00:00;28,16;27,24;0,92;39051;0;0;0;0;44363;9926;0.2238;8568;1358
2016-01-14 23:00:00;25,73;25,95;-0,22;39051;0;0;0;0;44363;9744;0.2196;8264;1480
2016-01-15 00:00:00;24,58;23,34;1,24;39053;0;0;0;0;44363;9660;0.2177;8588;1072
2016-01-15 01:00:00;25,03;24,3;0,73;39053;0;0;0;0;44363;9733;0.2194;8348;1385
2016-01-15 02:00:00;24,36;23,52;0,84;39053;0;0;0;0;44363;9642;0.2174;8228;1414
2016-01-15 03:00:00;23,5;22,46;1,04;39053;0;0;0;0;44363;9479;0.2137;8180;1299
2016-01-15 04:00:00;22,94;24,06;-1,12;39053;0;0;0;0;44363;9575;0.2158;7949;1626
2016-01-15 05:00:00;23,17;21,42;1,75;39053;0;0;0;0;44363;9534;0.2149;7740;1794
2016-01-15 06:00:00;26,35;21,92;4,43;39053;0;0;0;0;44363;9762;0.22;7680;2082
2016-01-15 07:00:00;40,9;38,14;2,76;39053;0;0;3;-3;44363;9618;0.2168;7724;1894
2016-01-15 08:00:00;45,21;38,9;6,31;39053;130;0.0034;155;-25;44363;9335;0.2104;7648;1687
2016-01-15 09:00:00;45,46;43,23;2,23;39053;668;0.0171;855;-187;44363;8549;0.1927;7726;823
2016-01-15 10:00:00;45,99;45,58;0,41;39053;1221;0.0313;1784;-563;44363;7845;0.1768;7768;77
2016-01-15 11:00:00;46,95;45,2;1,75;39053;1679;0.043;2513;-834;44363;6973;0.1572;7737;-764
2016-01-15 12:00:00;44,0;45,43;-1,43;39053;1800;0.0461;2756;-956;44363;6298;0.142;7656;-1358
2016-01-15 13:00:00;42,05;45,96;-3,91;39053;1637;0.0419;2479;-842;44363;5759;0.1298;7503;-1744
2016-01-15 14:00:00;39,99;44,83;-4,84;39053;1053;0.027;1724;-671;44363;5160;0.1163;7244;-2084
2016-01-15 15:00:00;37,65;45,62;-7,97;39053;448;0.0115;784;-336;44363;4644;0.1047;6782;-2138
2016-01-15 16:00:00;38,0;47,56;-9,56;39053;52;0.0013;101;-49;44363;4236;0.0955;6345;-2109
2016-01-15 17:00:00;45,26;49,42;-4,16;39053;2;0;2;0;44363;3936;0.0887;5942;-2006
2016-01-15 18:00:00;48,04;49,44;-1,4;39053;0;0;0;0;44363;3818;0.0861;5559;-1741
2016-01-15 19:00:00;44,36;44,67;-0,31;39053;0;0;0;0;44363;3529;0.0796;5079;-1550
2016-01-15 20:00:00;34,38;35,5;-1,12;39053;0;0;0;0;44363;3075;0.0694;4595;-1520
2016-01-15 21:00:00;29,34;35,83;-6,49;39053;0;0;0;0;44363;2934;0.0662;4032;-1098
2016-01-15 22:00:00;27,17;33,6;-6,43;39053;0;0;0;0;44363;2625;0.0592;3519;-894
2016-01-15 23:00:00;25,02;29,34;-4,32;39053;0;0;0;0;44363;2326;0.0524;3101;-775
2016-01-16 00:00:00;27,13;28,48;-1,35;39053;0;0;0;0;44363;2187;0.0493;2145;42
2016-01-16 01:00:00;26,37;28,2;-1,83;39053;0;0;0;0;44363;2093;0.0472;1925;168
2016-01-16 02:00:00;25,58;28,32;-2,74;39053;0;0;0;0;44363;2006;0.0452;2036;-30
2016-01-16 03:00:00;24,73;25,33;-0,6;39053;0;0;0;0;44363;2180;0.0491;2301;-121
2016-01-16 04:00:00;24,08;25,92;-1,84;39053;0;0;0;0;44363;2436;0.0549;2559;-123
2016-01-16 05:00:00;25,32;25,24;0,08;39053;0;0;0;0;44363;2602;0.0586;2669;-67
2016-01-16 06:00:00;24,77;26,66;-1,89;39053;0;0;0;0;44363;2766;0.0624;2924;-158
2016-01-16 07:00:00;25,03;25,88;-0,85;39053;0;0;4;-4;44363;3258;0.0735;3283;-25
2016-01-16 08:00:00;27,55;29,72;-2,17;39053;96;0.0025;256;-160;44363;4115;0.0928;3811;304
2016-01-16 09:00:00;32,4;29,27;3,13;39053;541;0.0138;1352;-811;44363;4726;0.1065;4305;421
2016-01-16 10:00:00;34,21;33,79;0,42;39053;1106;0.0284;2758;-1652;44363;5118;0.1154;4381;737
2016-01-16 11:00:00;33,23;38,46;-5,23;39053;1594;0.0408;3885;-2291;44363;5931;0.1337;4326;1605
2016-01-16 12:00:00;29,16;34,4;-5,24;39053;1786;0.0457;4275;-2489;44363;6466;0.1458;4531;1935
2016-01-16 13:00:00;26,31;29,51;-3,2;39053;1674;0.0428;3942;-2268;44363;7099;0.16;4920;2179
2016-01-16 14:00:00;25,47;29,41;-3,94;39053;1263;0.0324;2892;-1629;44363;7727;0.1742;5496;2231
2016-01-16 15:00:00;25,6;28,93;-3,33;39053;617;0.0158;1400;-783;44363;7948;0.1792;6033;1915
2016-01-16 16:00:00;30,15;29,24;0,91;39053;95;0.0024;208;-113;44363;7788;0.1755;6267;1521
2016-01-16 17:00:00;39,77;39,03;0,74;39053;2;0;12;-10;44363;7948;0.1792;6420;1528
2016-01-16 18:00:00;40,03;38,75;1,28;39053;0;0;0;0;44363;8048;0.1814;6623;1425
2016-01-16 19:00:00;30,99;30,39;0,6;39053;0;0;0;0;44363;8223;0.1854;6899;1324
2016-01-16 20:00:00;26,19;23,78;2,41;39053;0;0;0;0;44363;8343;0.1881;7140;1203
2016-01-16 21:00:00;25,9;24,26;1,64;39053;0;0;0;0;44363;8475;0.191;7403;1072
2016-01-16 22:00:00;25,53;25,62;-0,09;39053;0;0;0;0;44363;8733;0.1968;7411;1322
2016-01-16 23:00:00;24,12;22,58;1,54;39053;0;0;0;0;44363;8873;0.2;7346;1527
2016-01-17 00:00:00;20,86;26,65;-5,79;39054;0;0;0;0;44363;8831;0.199;7930;901
2016-01-17 01:00:00;20,25;25,05;-4,8;39054;0;0;0;0;44363;8726;0.1967;7923;803
2016-01-17 02:00:00;20,76;23,94;-3,18;39054;0;0;0;0;44363;8456;0.1906;7957;499
2016-01-17 03:00:00;20,97;22,57;-1,6;39054;0;0;0;0;44363;8266;0.1863;7743;523
2016-01-17 04:00:00;20,89;22,78;-1,89;39054;0;0;0;0;44363;7966;0.1796;7237;729
2016-01-17 05:00:00;20,94;21,39;-0,45;39054;0;0;0;0;44363;7637;0.1721;6706;931
2016-01-17 06:00:00;19,64;22,23;-2,59;39054;0;0;0;0;44363;7495;0.169;6071;1424
2016-01-17 07:00:00;22,35;21,1;1,25;39054;0;0;0;0;44363;6884;0.1552;5398;1486
2016-01-17 08:00:00;23,52;22,42;1,1;39054;96;0.0025;143;-47;44363;5737;0.1293;4555;1182
2016-01-17 09:00:00;26,54;28,46;-1,92;39054;486;0.0125;1087;-601;44363;4770;0.1075;3900;870
2016-01-17 10:00:00;30,11;31,97;-1,86;39054;977;0.025;2571;-1594;44363;4060;0.0915;3268;792
2016-01-17 11:00:00;36,29;33,92;2,37;39054;1516;0.0388;3955;-2439;44363;3350;0.0755;2720;630
2016-01-17 12:00:00;32,44;35,12;-2,68;39054;1933;0.0495;4701;-2768;44363;2878;0.0649;2211;667
2016-01-17 13:00:00;26,93;29,59;-2,66;39054;1777;0.0455;4465;-2688;44363;2724;0.0614;1820;904
2016-01-17 14:00:00;26,19;29,12;-2,93;39054;1259;0.0322;3406;-2147;44363;2530;0.057;1598;932
2016-01-17 15:00:00;27,07;28,61;-1,54;39054;595;0.0152;1713;-1118;44363;2310;0.0521;1444;866
2016-01-17 16:00:00;31,94;28,45;3,49;39054;94;0.0024;223;-129;44363;2319;0.0523;1429;890
2016-01-17 17:00:00;39,49;38,13;1,36;39054;1;0;3;-2;44363;2079;0.0469;1447;632
2016-01-17 18:00:00;42,8;37,9;4,9;39054;0;0;0;0;44363;1968;0.0444;1437;531
2016-01-17 19:00:00;39,23;36,02;3,21;39054;0;0;0;0;44363;1862;0.042;1490;372
2016-01-17 20:00:00;33,3;34,0;-0,7;39054;0;0;0;0;44363;1741;0.0392;1529;212
2016-01-17 21:00:00;27,04;28,4;-1,36;39054;0;0;0;0;44363;1996;0.045;1628;368
2016-01-17 22:00:00;27,05;29,13;-2,08;39054;0;0;0;0;44363;2354;0.0531;1783;571
2016-01-17 23:00:00;24,99;27,63;-2,64;39054;0;0;0;0;44363;2563;0.0578;1972;591
2016-01-18 00:00:00;23,96;23,77;0,19;39056;0;0;0;0;44366;2678;0.0604;3285;-607
2016-01-18 01:00:00;23,47;25,13;-1,66;39056;0;0;0;0;44366;2789;0.0629;3416;-627
2016-01-18 02:00:00;23,56;25,23;-1,67;39056;0;0;0;0;44366;2592;0.0584;3540;-948
2016-01-18 03:00:00;23,48;22,47;1,01;39056;0;0;0;0;44366;2734;0.0616;3548;-814
2016-01-18 04:00:00;23,51;22,4;1,11;39056;0;0;0;0;44366;2519;0.0568;3466;-947
2016-01-18 05:00:00;24,25;23,06;1,19;39056;0;0;0;0;44366;2244;0.0506;3338;-1094
2016-01-18 06:00:00;27,61;27,67;-0,06;39056;0;0;0;0;44366;2195;0.0495;3180;-985
2016-01-18 07:00:00;46,01;49,35;-3,34;39056;0;0;0;0;44366;2498;0.0563;3144;-646
2016-01-18 08:00:00;49,98;51,78;-1,8;39056;128;0.0033;191;-63;44366;2836;0.0639;3374;-538
2016-01-18 09:00:00;50,54;53,92;-3,38;39056;864;0.0222;1541;-677;44366;3110;0.0701;3662;-552
2016-01-18 10:00:00;49,91;50,77;-0,86;39056;1970;0.0504;3643;-1673;44366;3117;0.0703;3762;-645
2016-01-18 11:00:00;48,44;50,13;-1,69;39056;3101;0.0794;5613;-2512;44366;2724;0.0614;3530;-806
2016-01-18 12:00:00;46,93;52,45;-5,52;39056;3938;0.1008;6458;-2520;44366;2912;0.0657;3190;-278
2016-01-18 13:00:00;46,32;50,73;-4,41;39056;4136;0.1059;6081;-1945;44366;3300;0.0744;2990;310
2016-01-18 14:00:00;45,76;47,63;-1,87;39056;3360;0.086;4620;-1260;44366;3480;0.0784;2806;674
2016-01-18 15:00:00;49,53;48,95;0,58;39056;1706;0.0437;2486;-780;44366;3502;0.0789;2826;676
2016-01-18 16:00:00;49,66;49,23;0,43;39056;216;0.0055;355;-139;44366;3658;0.0824;3007;651
2016-01-18 17:00:00;62,55;61,36;1,19;39056;2;0;3;-1;44366;4168;0.0939;3284;884
2016-01-18 18:00:00;56,07;52,71;3,36;39056;0;0;0;0;44366;4628;0.1043;3588;1040
2016-01-18 19:00:00;47,18;46,76;0,42;39056;0;0;0;0;44366;5206;0.1174;3781;1425
2016-01-18 20:00:00;35,09;34,74;0,35;39056;0;0;0;0;44366;5464;0.1232;3938;1526
2016-01-18 21:00:00;26,95;28,28;-1,33;39056;0;0;0;0;44366;5678;0.128;4011;1667
2016-01-18 22:00:00;26,94;29,18;-2,24;39056;0;0;0;0;44366;5890;0.1327;4028;1862
2016-01-18 23:00:00;25,09;25,96;-0,87;39056;0;0;0;0;44366;6150;0.1386;4050;2100
2016-01-19 00:00:00;31,95;31,08;0,87;39057;0;0;0;0;44373;6575;0.1481;5852;723
2016-01-19 01:00:00;32,16;30,89;1,27;39057;0;0;0;0;44373;6670;0.1503;5896;774
2016-01-19 02:00:00;28,97;27,26;1,71;39057;0;0;0;0;44373;6634;0.1495;6051;583
2016-01-19 03:00:00;30,01;28,88;1,13;39057;0;0;0;0;44373;6747;0.1521;6293;454
2016-01-19 04:00:00;30,45;29,63;0,82;39057;0;0;0;0;44373;6940;0.1564;6507;433
2016-01-19 05:00:00;27,01;29,07;-2,06;39057;0;0;0;0;44373;7392;0.1666;6627;765
2016-01-19 06:00:00;31,9;30,1;1,8;39057;0;0;0;0;44373;7908;0.1782;6857;1051
2016-01-19 07:00:00;54,1;53,08;1,02;39057;0;0;1;-1;44373;8304;0.1872;7071;1233
2016-01-19 08:00:00;64,9;63,61;1,29;39057;202;0.0052;182;20;44373;8551;0.1927;7084;1467
2016-01-19 09:00:00;65,35;61,78;3,57;39057;1297;0.0332;1220;77;44373;7806;0.176;6916;890
2016-01-19 10:00:00;61,31;49,53;11,78;39057;2702;0.0692;2807;-105;44373;7267;0.1638;6392;875
2016-01-19 11:00:00;61,43;48,31;13,12;39057;3871;0.0991;4358;-487;44373;6382;0.1438;5697;685
2016-01-19 12:00:00;58,98;49,63;9,35;39057;4413;0.113;5120;-707;44373;5768;0.13;5131;637
2016-01-19 13:00:00;58,53;47,41;11,12;39057;3926;0.1006;4845;-919;44373;5718;0.1288;4910;808
2016-01-19 14:00:00;55,81;46,16;9,65;39057;2860;0.0732;3624;-764;44373;6049;0.1363;4937;1112
2016-01-19 15:00:00;55,5;48,01;7,49;39057;1335;0.0342;1940;-605;44373;5881;0.1326;4998;883
2016-01-19 16:00:00;56,21;50,71;5,5;39057;174;0.0045;277;-103;44373;6365;0.1434;5228;1137
2016-01-19 17:00:00;70,07;63,21;6,86;39057;2;0;2;0;44373;6878;0.155;5512;1366
2016-01-19 18:00:00;74,97;59,95;15,02;39057;0;0;0;0;44373;7558;0.1704;5744;1814
2016-01-19 19:00:00;57,56;47,96;9,6;39057;0;0;0;0;44373;7957;0.1793;5819;2138
2016-01-19 20:00:00;48,24;33,76;14,48;39057;0;0;0;0;44373;7758;0.1748;5613;2145
2016-01-19 21:00:00;37,98;28,32;9,66;39057;0;0;0;0;44373;7618;0.1717;5271;2347
2016-01-19 22:00:00;33,67;24,63;9,04;39057;0;0;0;0;44373;7434;0.1675;4982;2452
2016-01-19 23:00:00;29,79;22,33;7,46;39057;0;0;0;0;44373;7168;0.1616;4850;2318
2016-01-20 00:00:00;26,05;31,3;-5,25;39059;0;0;0;0;44385;6819;0.1536;8321;-1502
2016-01-20 01:00:00;26,17;33,23;-7,06;39059;0;0;0;0;44385;6799;0.1532;8205;-1406
2016-01-20 02:00:00;26,42;34,09;-7,67;39059;0;0;0;0;44385;6452;0.1454;8092;-1640
2016-01-20 03:00:00;25,36;32,49;-7,13;39059;0;0;0;0;44385;6552;0.1476;7940;-1388
2016-01-20 04:00:00;25,76;30,98;-5,22;39059;0;0;0;0;44385;6640;0.1496;7746;-1106
2016-01-20 05:00:00;26,54;29,21;-2,67;39059;0;0;0;0;44385;6230;0.1404;7489;-1259
2016-01-20 06:00:00;32,7;36,41;-3,71;39059;0;0;0;0;44385;6298;0.1419;7197;-899
2016-01-20 07:00:00;55,08;58,39;-3,31;39059;0;0;1;-1;44385;6159;0.1388;6841;-682
2016-01-20 08:00:00;61,08;65,17;-4,09;39059;136;0.0035;176;-40;44385;6024;0.1357;6356;-332
2016-01-20 09:00:00;58,43;62,18;-3,75;39059;663;0.017;1024;-361;44385;5824;0.1312;5889;-65
2016-01-20 10:00:00;58,97;64,51;-5,54;39059;1439;0.0368;2027;-588;44385;5073;0.1143;5406;-333
2016-01-20 11:00:00;56,14;60,21;-4,07;39059;2196;0.0562;3140;-944;44385;4800;0.1081;4906;-106
2016-01-20 12:00:00;58,6;58,95;-0,35;39059;2690;0.0689;3688;-998;44385;4485;0.101;4449;36
2016-01-20 13:00:00;57,58;55,47;2,11;39059;2998;0.0768;3561;-563;44385;4362;0.0983;4109;253
2016-01-20 14:00:00;54,95;52,79;2,16;39059;2477;0.0634;2728;-251;44385;4196;0.0945;3872;324
2016-01-20 15:00:00;52,42;53,21;-0,79;39059;1370;0.0351;1452;-82;44385;4066;0.0916;3698;368
2016-01-20 16:00:00;72,01;60,06;11,95;39059;268;0.0069;252;16;44385;4088;0.0921;3636;452
2016-01-20 17:00:00;92,75;75,92;16,83;39059;2;0;4;-2;44385;4120;0.0928;3764;356
2016-01-20 18:00:00;79,09;64,44;14,65;39059;0;0;0;0;44385;4018;0.0905;3913;105
2016-01-20 19:00:00;70,03;59,49;10,54;39059;0;0;0;0;44385;4006;0.0903;3882;124
2016-01-20 20:00:00;50,1;55,3;-5,2;39059;0;0;0;0;44385;3661;0.0825;3661;0
2016-01-20 21:00:00;40,06;44,72;-4,66;39059;0;0;0;0;44385;3216;0.0725;3357;-141
2016-01-20 22:00:00;33,52;39,5;-5,98;39059;0;0;0;0;44385;2770;0.0624;3090;-320
2016-01-20 23:00:00;29,63;29,67;-0,04;39059;0;0;0;0;44385;2511;0.0566;2823;-312
2016-01-21 00:00:00;29,65;30,07;-0,42;39061;0;0;0;0;44391;2342;0.0528;2538;-196
2016-01-21 01:00:00;27,82;28,69;-0,87;39061;0;0;0;0;44391;2035;0.0458;2397;-362
2016-01-21 02:00:00;26,65;26,99;-0,34;39061;0;0;0;0;44391;1797;0.0405;2269;-472
2016-01-21 03:00:00;26,96;27,47;-0,51;39061;0;0;0;0;44391;1628;0.0367;2128;-500
2016-01-21 04:00:00;27,47;29,38;-1,91;39061;0;0;0;0;44391;1432;0.0322;1970;-538
2016-01-21 05:00:00;29,09;34,38;-5,29;39061;0;0;0;0;44391;1410;0.0318;1874;-464
2016-01-21 06:00:00;40,78;49,64;-8,86;39061;0;0;0;0;44391;1444;0.0325;1800;-356
2016-01-21 07:00:00;70,01;87,23;-17,22;39061;0;0;1;-1;44391;1562;0.0352;1700;-138
2016-01-21 08:00:00;85,05;94,16;-9,11;39061;117;0.003;158;-41;44391;1621;0.0365;1625;-4
2016-01-21 09:00:00;83,54;89,69;-6,15;39061;720;0.0184;1100;-380;44391;1652;0.0372;1557;95
2016-01-21 10:00:00;74,94;80,85;-5,91;39061;1702;0.0436;2297;-595;44391;1605;0.0362;1545;60
2016-01-21 11:00:00;70,12;74,37;-4,25;39061;2923;0.0748;3671;-748;44391;1699;0.0383;1632;67
2016-01-21 12:00:00;59,91;60,53;-0,62;39061;3954;0.1012;4523;-569;44391;1587;0.0357;1641;-54
2016-01-21 13:00:00;57,69;54,37;3,32;39061;4241;0.1086;4574;-333;44391;1680;0.0378;1649;31
2016-01-21 14:00:00;57,99;54,47;3,52;39061;3396;0.087;3667;-271;44391;1551;0.0349;1686;-135
2016-01-21 15:00:00;61,05;67,13;-6,08;39061;1909;0.0489;2066;-157;44391;1394;0.0314;1694;-300
2016-01-21 16:00:00;57,43;69,44;-12,01;39061;370;0.0095;351;19;44391;1430;0.0322;1840;-410
2016-01-21 17:00:00;77,13;114,7;-37,57;39061;3;0.0001;9;-6;44391;1681;0.0379;2113;-432
2016-01-21 18:00:00;86,01;110,61;-24,6;39061;0;0;0;0;44391;2142;0.0482;2442;-300
